PROCESS_ID,COMPONENT_ID,TRANSACTION_ID,SESSION_ID,EVENT_TIMESTAMP,EVENT_TYPE,DIVISION_ID,GROUP_ID,SUBSCRIBER_ID,SUBSCRIBER_TYPE,DEVICE_ID,PLAN_ID,NOTIFICATION_TYPE,NOTIFICATION_ADDRESS,USAGE,CHARGE_AMOUNT,
PROCESS_2,COMPONENT_1,1483246802570507.17,Gx.1483246802570524,2017/01/01 00:00:02.570507,FAIR_USAGE_POLICY,B25,REGG_291,0196098389507046,REG,1572090467,REG_PLAN_1,EMAIL,0196098389507046@reg-example.com,56623104,5.400,
PROCESS_1,COMPONENT_1,1483246805918565.33,Gx.1483246805918598,2017/01/01 00:00:05.918565,FAIR_USAGE_POLICY,B25,NONE,0153206217024527,REG,1562461602,REG_PLAN_X,EMAIL,0153206217024527@reg-example.com,268435456,25.600,
PROCESS_2,COMPONENT_4,1483246804571172.12,Gx.1483246804571184,2017/01/01 00:00:04.571172,FAIR_USAGE_POLICY,B25,REGG_166,0233894528478119,REG,4020788163,REG_PLAN_2,EMAIL,0233894528478119@reg-example.com,6291456,0.600,
PROCESS_2,COMPONENT_2,1483246805377282.77,Gx.1483246805377359,2017/01/01 00:00:05.377282,FAIR_USAGE_POLICY,B25,REGG_288,0084842073236193,REG,0746749249,REG_PLAN_1,EMAIL,0084842073236193@reg-example.com,47185920,4.500,
PROCESS_1,COMPONENT_1,1483246810832009.05,Gx.1483246810832014,2017/01/01 00:00:10.832009,FAIR_USAGE_POLICY,B25,REGG_498,0118042468613033,REG,3499842113,REG_PLAN_1,EMAIL,0118042468613033@reg-example.com,81788928,7.800,
PROCESS_1,COMPONENT_3,1483246810312393.69,Gx.1483246810312462,2017/01/01 00:00:10.312393,FAIR_USAGE_POLICY,B25,REGG_963,0001864934821438,REG,1110750027,REG_PLAN_X,SMS,1110750027,368050176,35.100,
PROCESS_2,COMPONENT_1,1483246806396326.97,Gx.1483246806396423,2017/01/01 00:00:06.396326,FAIR_USAGE_POLICY,B25,REGG_380,0117473397083618,REG,1086775287,REG_PLAN_1,EMAIL,0117473397083618@reg-example.com,13631488,1.300,
PROCESS_1,COMPONENT_1,1483246810552495.74,Gx.1483246810552569,2017/01/01 00:00:10.552495,FAIR_USAGE_POLICY,B25,VIPG_554,0085089543765897,VIP,3252013836,BUS_PLAN_1,SMS,3252013836,74448896,0.000,
PROCESS_1,COMPONENT_3,1483246806732802.48,Gx.1483246806732850,2017/01/01 00:00:06.732802,FAIR_USAGE_POLICY,B25,REGG_338,0044905061481424,REG,2023173955,REG_PLAN_2,SMS,2023173955,206569472,19.700,
PROCESS_1,COMPONENT_2,1483246802311055.44,Gx.1483246802311099,2017/01/01 00:00:02.311055,FAIR_USAGE_POLICY,B25,BUSG_258,0006873565529119,BUS,3608853520,BUS_PLAN_1,EMAIL,0006873565529119@bus-example.com,34603008,3.300,
PROCESS_2,COMPONENT_2,1483246801455692.55,Gx.1483246801455747,2017/01/01 00:00:01.455692,FAIR_USAGE_POLICY,B25,BUSG_454,0245528560606310,BUS,0307292222,BUS_PLAN_1,EMAIL,0245528560606310@bus-example.com,74448896,7.100,
PROCESS_1,COMPONENT_3,1483246803617448.90,Gx.1483246803617538,2017/01/01 00:00:03.617448,FAIR_USAGE_POLICY,B25,REGG_340,0133723877953418,REG,1830682436,REG_PLAN_1,EMAIL,0133723877953418@reg-example.com,90177536,8.600,
PROCESS_1,COMPONENT_3,1483246812465774.24,Gx.1483246812465798,2017/01/01 00:00:12.465774,FAIR_USAGE_POLICY,B25,VIPG_102,0082713022502832,VIP,1568651474,BUS_PLAN_1,EMAIL,0082713022502832@vip-example.com,59768832,0.000,
PROCESS_1,COMPONENT_1,1483246800959452.35,Gx.1483246800959487,2017/01/01 00:00:00.959452,FAIR_USAGE_POLICY,B25,REGG_481,0059924069984925,REG,3315664619,REG_PLAN_1,EMAIL,0059924069984925@reg-example.com,90177536,8.600,
PROCESS_1,COMPONENT_1,1483246805282336.43,Gx.1483246805282379,2017/01/01 00:00:05.282336,FAIR_USAGE_POLICY,B25,EMPG_329,0100078808440406,EMP,1242750420,BUS_PLAN_1,SMS,1242750420,87031808,0.000,
PROCESS_2,COMPONENT_3,1483246802356262.02,Gx.1483246802356264,2017/01/01 00:00:02.356262,FAIR_USAGE_POLICY,B25,EMPG_390,0120810236466176,EMP,1507951363,BUS_PLAN_X,EMAIL,0120810236466176@emp-example.com,314572800,0.000,
PROCESS_2,COMPONENT_1,1483246804930404.67,Gx.1483246804930471,2017/01/01 00:00:04.930404,FAIR_USAGE_POLICY,B25,REGG_304,0280735191524662,REG,3121810011,REG_PLAN_X,EMAIL,0280735191524662@reg-example.com,725614592,69.200,
PROCESS_1,COMPONENT_1,1483246805529875.51,Gx.1483246805529926,2017/01/01 00:00:05.529875,FAIR_USAGE_POLICY,B25,REGG_372,0006867722849957,REG,1848172953,REG_PLAN_1,EMAIL,0006867722849957@reg-example.com,42991616,4.100,
PROCESS_1,COMPONENT_1,1483246802103068.69,Gx.1483246802103137,2017/01/01 00:00:02.103068,FAIR_USAGE_POLICY,B25,REGG_636,0097819663711267,REG,2780417746,REG_PLAN_2,EMAIL,0097819663711267@reg-example.com,82837504,7.900,
PROCESS_2,COMPONENT_1,1483246806040391.28,Gx.1483246806040419,2017/01/01 00:00:06.040391,FAIR_USAGE_POLICY,B25,REGG_106,0139843678351567,REG,1629730159,REG_PLAN_1,EMAIL,0139843678351567@reg-example.com,80740352,7.700,
PROCESS_1,COMPONENT_3,1483246813257188.09,Gx.1483246813257197,2017/01/01 00:00:13.257188,FAIR_USAGE_POLICY,B25,REGG_139,0149035856270492,REG,2080067640,REG_PLAN_X,EMAIL,0149035856270492@reg-example.com,821035008,78.300,
PROCESS_1,COMPONENT_1,1483246800438461.26,Gx.1483246800438487,2017/01/01 00:00:00.438461,FAIR_USAGE_POLICY,B25,BUSG_564,0198331929584934,BUS,0549590278,BUS_PLAN_1,EMAIL,0198331929584934@bus-example.com,32505856,3.100,
PROCESS_1,COMPONENT_2,1483246813285293.57,Gx.1483246813285350,2017/01/01 00:00:13.285293,FAIR_USAGE_POLICY,B25,EMPG_580,0077031795567520,EMP,0144538353,BUS_PLAN_X,EMAIL,0077031795567520@emp-example.com,615514112,0.000,
PROCESS_1,COMPONENT_3,1483246802734915.92,Gx.1483246802735007,2017/01/01 00:00:02.734915,FAIR_USAGE_POLICY,B25,REGG_255,0158996683680909,REG,3539780255,REG_PLAN_1,EMAIL,0158996683680909@reg-example.com,55574528,5.300,
PROCESS_1,COMPONENT_2,1483246808142685.39,Gx.1483246808142724,2017/01/01 00:00:08.142685,FAIR_USAGE_POLICY,B25,NONE,0216564796396456,REG,2853780386,REG_PLAN_1,EMAIL,0216564796396456@reg-example.com,66060288,6.300,
PROCESS_1,COMPONENT_3,1483246800711195.38,Gx.1483246800711233,2017/01/01 00:00:00.711195,FAIR_USAGE_POLICY,B25,NONE,0124542732253620,REG,1208779104,REG_PLAN_X,EMAIL,0124542732253620@reg-example.com,433061888,41.300,
PROCESS_1,COMPONENT_2,1483246806065848.80,Gx.1483246806065928,2017/01/01 00:00:06.065848,FAIR_USAGE_POLICY,B25,REGG_300,0144421141389076,REG,4123885453,REG_PLAN_1,EMAIL,0144421141389076@reg-example.com,71303168,6.800,
PROCESS_1,COMPONENT_1,1483246805353958.32,Gx.1483246805353990,2017/01/01 00:00:05.353958,FAIR_USAGE_POLICY,B25,REGG_223,0278256247062007,REG,1273189014,REG_PLAN_1,SMS,1273189014,48234496,4.600,
PROCESS_2,COMPONENT_3,1483246805717163.13,Gx.1483246805717176,2017/01/01 00:00:05.717163,FAIR_USAGE_POLICY,B25,REGG_574,0078112601110595,REG,1421604004,REG_PLAN_1,EMAIL,0078112601110595@reg-example.com,8388608,0.800,
PROCESS_1,COMPONENT_1,1483246803055671.32,Gx.1483246803055703,2017/01/01 00:00:03.055671,FAIR_USAGE_POLICY,B25,BUSG_349,0120108551933991,BUS,2707157863,BUS_PLAN_1,EMAIL,0120108551933991@bus-example.com,101711872,9.700,
PROCESS_1,COMPONENT_1,1483246813387256.50,Gx.1483246813387306,2017/01/01 00:00:13.387256,FAIR_USAGE_POLICY,B25,REGG_305,0253409027889546,REG,3890685824,REG_PLAN_2,EMAIL,0253409027889546@reg-example.com,395313152,37.700,
PROCESS_2,COMPONENT_1,1483246808198828.44,Gx.1483246808198872,2017/01/01 00:00:08.198828,FAIR_USAGE_POLICY,B25,BUSG_549,0210705582313598,BUS,0944378334,BUS_PLAN_1,EMAIL,0210705582313598@bus-example.com,31457280,3.000,
PROCESS_1,COMPONENT_2,1483246807027888.21,Gx.1483246807027909,2017/01/01 00:00:07.027888,FAIR_USAGE_POLICY,B25,BUSG_538,0250334811699817,BUS,0570432297,BUS_PLAN_X,EMAIL,0250334811699817@bus-example.com,263192576,25.100,
PROCESS_1,COMPONENT_5,1483246805557211.59,Gx.1483246805557270,2017/01/01 00:00:05.557211,FAIR_USAGE_POLICY,B25,REGG_502,0073055091843144,REG,3552185239,REG_PLAN_1,EMAIL,0073055091843144@reg-example.com,58720256,5.600,
PROCESS_2,COMPONENT_2,1483246809545204.83,Gx.1483246809545287,2017/01/01 00:00:09.545204,FAIR_USAGE_POLICY,B25,REGG_118,0252382554091259,REG,2864144465,REG_PLAN_1,EMAIL,0252382554091259@reg-example.com,87031808,8.300,
PROCESS_1,COMPONENT_1,1483246800211453.92,Gx.1483246800211545,2017/01/01 00:00:00.211453,FAIR_USAGE_POLICY,B25,REGG_506,0028611721051773,REG,2654240981,REG_PLAN_1,EMAIL,0028611721051773@reg-example.com,83886080,8.000,
PROCESS_1,COMPONENT_2,1483246806812262.05,Gx.1483246806812267,2017/01/01 00:00:06.812262,FAIR_USAGE_POLICY,B25,EMPG_388,0264209599700436,EMP,2098075516,BUS_PLAN_1,EMAIL,0264209599700436@emp-example.com,31457280,0.000,
PROCESS_1,COMPONENT_4,1483246805113082.93,Gx.1483246805113175,2017/01/01 00:00:05.113082,FAIR_USAGE_POLICY,B25,EMPG_280,0144793556232240,EMP,2476518283,BUS_PLAN_1,EMAIL,0144793556232240@emp-example.com,70254592,0.000,
